title,release_date,norm_text,poster_path
Underworld: Evolution,2006-01-12,war vampire lycans rage selene member death dealers elite vampire special force unit hunt werewolf michael werewolf hybrid work effort unlock secret respective bloodline budapest hungary key vampire forbid love light rivalry werewolf gothic evolution dark fantasy lycanthrope urban gothic Fantasy Action Thriller,/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg
Underworld: Rise of the Lycans,2009-01-22,prequel underworld film fantasy explain origin feud vampires lycans aid secret love sonja courageous lucian lead lycans battle brutal vampire king viktor determine break king enslavement people lucian face death dealer army bid lycan independence prison slavery castle vampire forbid love werewolf battle slave fictional war gothic dungeon dark fantasy aristocracy urban gothic Fantasy Action Thriller,/yW9gF7rGn8EoV8B8rxOx1xjxVZf.jpg
Undiscovered,2005-08-26,group aspire entertainer try establish career city los angeles aspire singer singer los angeles california Comedy Romance,/7G9HOjUBcq1NDwff7Mc5GFhINSB.jpg
Undisputed,2002-07-17,monroe hutchens heavyweight champion sweetwater maximum security prison convict life sentence passionate crime iceman chambers heavyweight champion lose title rape conviction year sweetwater giant collide prison fight dispute real champion prison martial art showdown prisoner fight boxer gangster fistfight sport tournament fighting convict racial slur prison fight box action hero Action Adventure Drama,/xgnCABtbMDaDqn9bt3ZFJTnpA3e.jpg
Undisputed II: Last Man Standing,2006-04-11,heavyweight champ george iceman chambers send russian jail trump drug charge order win freedom fight jailhouse fight champ uri boyka battle death time fight title fight life jail Action Crime Thriller,/4bE9t5ctBZXYV3GJ6Xr0l4KRplv.jpg
Undisputed III: Redemption,2010-05-22,russian inmate boyka severely hobble knee injury suffer end undisputed 2 long feared prison fighter decline far good clean toilet new prison fight tournament begin international affair match good fighter prison globe entice promise freedom winner boyka reclaim dignity fight position tournament prison showdown shotgun fight prison cell champion fighter blood splatter beat jail tournament brutality jail cell prison fight carrot Action Thriller,/g8KB77SPA7SyU8eid6TAEpt9skU.jpg
Unfaithfully Yours,1948-12-10,leave brief european visit symphony conductor sir alfred de carter casually ask staid brother law august look young wife daphne absence august hire private detective tab private eye report suggest daphne canoodle secretary sir alfred begin imagine revenge suspicion orchestra old man young woman relationship private detective symphony orchestra conductor Comedy Romance,/bKqNd7vh2aHgPgEENCc3wcvsvKT.jpg
Unforgettable,1996-02-23,ray liotta star david krane medical examiner acquit wife murder obsess find real killer possible solution present experimental serum design neurobiology professor linda fiorentino ability transfer memory person potentially fatal consequence husband wife relationship experiment police murder memory forensic gunman Action,/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
Unforgiven,1992-08-07,william munny retire ruthless killer turn gentle widower hog farmer help support motherless child accept bounty hunter mission find man brutalize prostitute join partner cocky greenhorn take corrupt sheriff prostitute sheriff regret wyoming usa right justice kansas usa revenge mutilation job reputation 19th century englishman pig farmer Western,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg
Unfriended: Dark Web,2018-07-19,​when 20 find cache hidden file new laptop friend unwittingly thrust depth dark web soon discover watch unimaginable length protect dark web webcam sequel lesbian relationship hack computer screen find footage skype game night Horror Thriller Mystery,/nOXuOeD07nZPT29IgiGT0S8PZH.jpg
Unhinged,2020-07-16,divorced mother honk impatiently derange middle aged stranger red light run late way work road rage escalate horrifyingly psychotic proportion single mindedly determined teach deadly lesson provoke gas station psychopath stalker murder confrontation threat pickup truck road rage divorce lawyer phone Action Thriller,/6WC3cIhuaLZSq3SbtdOp2ZTSTe.jpg
Unhook the Stars,1996-09-04,widow mother mildred suddenly redefine find outlet nurture adult daughter move family home mildred think find purpose neighbor overwork single mother monica ask look little boy great difficulty learn strike healthy balance give selflessly remember care san francisco california sandwich surrogate mother little boy suburb move Drama Romance,/xDa7qRS8iOY5XDvt0DRpwlAJO6H.jpg
Unidentified Flying Oddball,1979-07-10,nasa spacecraft prove einstein right travel fast light end near king arthur camelot board big hearted tom trimble hermes look alike robot build tom immediately make friend pretty alisande enemy evil knight sir mordred mordre join sorcerer merlin good tom try use 20th century technology foil plan base novel book nasa camelot time travel cornwall england merlin king arthur fish water robot astronaut goose joust double knight round table medieval england gawain 6th century Comedy Fantasy Science Fiction,/7A1W1js0sFOZdOgnxYlAJ4Hauwh.jpg
Union Pacific,1939-05-05,bill sign president lincoln authorize push union pacific railroad wilderness california financial opportunist asa barrows hope profit obstruct chief troubleshoot jeff butler hand fighting barrows agent gambler sid campeau campeau partner dick allen jeff war buddy rival suitor engineer daughter molly monahan survive effort push railroad cost railroad ulysses s. grant Drama Western,/lSk1CWl7EaHKBNMPaDWGnhRO598.jpg
United 93,2006-04-28,real time account event united flight 93 plane hijack 9/11 crash near shanksville pennsylvania passenger foil terrorist plot terrorist war terror airplane hijacking terror cell emergency landing 9/11 terrorist group al qaeda Drama History Crime,/aahr1uIPrEej8q4baE1RYXOXwFB.jpg
Universal Soldier,1992-07-10,american soldier kill vietnam war revive 25 year later military semi android unisols high tech soldier future failure initiative erase soldier memory begin experience flashback force recall past vietnam barrage revitalization reporter soldier Thriller Action Science Fiction,/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg
Unknown,2011-02-16,man awaken coma discover take identity wife believe help young woman set prove taxi hotel coma taxi driver prince briefcase hospital steal identity Action Mystery Thriller,/aXBQD515okXQZmYA89ntXMvSJSd.jpg
Unleashed,2005-02-02,raise slave danny fight survival fact master bart think pet go far leash collar money fight club danny main contender bart crew car accident danny escape meet blind kindhearted piano tuner take use music free fighter long bury heart martial art fight hitman organize crime serial killer fight underground fight action hero fight club Action Crime,/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg
"Unman, Wittering and Zigo",1971-06-13,new schoolteacher learn previous teacher kill student fear fate befall exploitation murder school threat pupil Mystery Thriller,/wxVbQvHLOWyPDMk4ceN4VjY9emK.jpg
Unstoppable,2010-11-04,runaway train transport deadly toxic chemical barrel stanton pennsylvania   prove unstoppable veteran engineer young conductor risk life try stop switch engine helicopter pennsylvania usa deputy sheriff police police headquarter train crash injure leg train death runaway train police helicopter helicopter chase passenger train train passenger Action Thriller,/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg
Unstrung Heroes,1995-09-15,steven lidz unhappy home life mother sick move eccentric uncle steven grow close uncle learn cope emotion value uniqueness woman director Comedy Drama Family,/cFgF5so3GFsOg2HzrEXMZxLohHK.jpg
Untamed,1955-03-01,great potato famine hit ireland diaspora begin thousand emigrate leave emerald isle katie o'neill husband decide promise land south africa way discover hardship reality homesteader experience hostage south africa famine storm ireland Adventure Drama Romance,/5UyW46iskGdKcuBX1u52SFO8WfO.jpg
Untamed Heart,1993-02-12,caroline young waitress bad taste man way home night thug attempt rape adam mysterious busboy work diner help fight assailant begin relationship fellow minnesotans happy couple face difficulty caroline find adam past include unique health condition love tragedy orphan baboon Comedy Drama Romance,/3yadFGkoU9BCIECiNnVrsRnkBKy.jpg
Until September,1984-09-21,american tour guide mo alexander miss tour group flight paris stick city romance mo run suave married xavier attempt seduce mo family town charm prove hard resist mo succumb conscience weigh heavy soon bickering romance convenience take turn spite xavier find fall love paris france seduction romance extramarital affair Drama Romance,/gaEZxNotGGUriFb5NxAmiwz0qPm.jpg
Until They Sail,1957-10-08,sister new zealand fall u.s. soldier en route pacific theater wwii world war ii new zealand Drama Romance War,/tS2IvH9qU9rPQOCHOgjlnwFIhY8.jpg
Untraceable,2008-01-22,special agent jennifer marsh work elite division fbi dedicate fight cybercrime think see particularly sadistic criminal arise internet tech savvy killer post live feed crime website hit site get fast victim die marsh team find elusive killer time run suicide fbi kidnapping snuff sadism investigation police psychopath webcam website murder serial killer internet torture voyeur Thriller,/ySUwDRDEn01lKIMPQorpFCMLWqE.jpg
Up Front,1951-03-05,military comedy set wwii inspire bill mauldin popular newspaper cartoon soldier willie joe army b movie War Comedy,/lKB9vEQkbrsmrrW4RXKzhnSm2Ag.jpg
Up Goes Maisie,1946-02-01,showgirl work inventor battle crook want steal idea helicopter falsely accuse secretary tabloid maisie ravier Comedy Mystery,/qWYxkbdQBN6LwewCM0mZTbso7oP.jpg
Up in the Air,2009-09-05,corporate downsizing expert ryan bingham spend life plane airport hotel reach milestone million frequent flyer mile meet woman cause rethink transient life suitcase business omaha las vegas road downsize cross country videoconferencing job termination business trip duringcreditsstinger Drama Romance,/wZRNEkDxVDNNVaCPN7jKziMHmk5.jpg
Up the Chastity Belt,1972-01-14,funny thing happen lurkalot serf sir coward de custard way custard castle lurkalot sell lusty love potion rusty chastity belt market place day sir graggart de bombast arrive sack castle lovely lobelia custard sack lurkalot help custard cream knight pine armour richard lionheart spoof Comedy,/lsTXvMOnQj40213BBm3PS17EhB0.jpg
Up the Creek,1984-04-06,bob mcgraw 12th year college goof way life bob irwing gonzer max loser force bribe represent university intercollegiate raft race force bribe role friend lovely heather merriweather enemy team marine preppy ivy leaguer determine win river cheerleader college university raft drinking race military school white water raft rapid Comedy,/iyn9AgTtygpL6iuxrub1chCwhPU.jpg
Up the Junction,1968-01-25,young woman trade upper class existence new life economically depressed suburb london class difference abortion Drama,/58vi4IHxC3QqvuGuLnjMtKyKUnL.jpg
Up! Live in Chicago,2003-08-19,live chicago live video album canadian singer shania twain direct produce beth mccarthy miller concert hold film july 27 2003 hutchinson field south grant park chicago illinois 50000 people attend concert differ tour 2003–04 feature different stage setlist production scene footage singer visit local landmark event film week concert film premiere national broadcasting company nbc august 19 2003 special watch 8.87 million viewer second view concert film television celine dion new day live las vegas 2003 concert woman director Music,/ul7kX2wfYoYO9acCDDMpebxnVkQ.jpg
Upgrade,2018-05-31,brutal mugging leave grey trace paralyze hospital beloved wife dead billionaire inventor soon offer trace cure artificial intelligence implant call stem enhance body able walk grey find superhuman strength agility skill use seek revenge thug destroy life artificial intelligence cyborg future dystopia police revenge murder cyberpunk transhumanism implant near future body enhancement Action Thriller Science Fiction,/5f28TXtvHioXirX2n1XH8EJ314v.jpg
Upstairs and Downstairs,1959-11-02,marry boss daughter richard take father law advice hire live domestic soon find good help hard come run in follow dipsomaniacs bank robber welsh lass take look london run italian charmer turn place bawdy house ingrid arrive sweden thing actually start complicated base novel book servant husband wife relationship upstairs downstairs Comedy,/tka7aXijr7K2ZRaIrhbjfxRMY3t.jpg
