title,release_date,norm_text,poster_path
Levity,2003-03-16,manuel jordan man free serve 23 year kill teenager attempt robbery nearly decade stare victim face newspaper clip cell newly parole man seek redemption instead redemption form mysterious minister needy woman find prison robbery vandalism police sin revenge singer gang redemption criminal drunk Crime Drama,/pLmF3LChsgxkF6dCBN0aHJR91Gu.jpg
Liam,2001-01-23,morality tale xenophobia religious prejudice mob violence poverty effect child liverpool depression shipyard close liam teresa dad lose job liam 8 make holy communion get regular dose fire brimstone church teresa 13 job maid jewish family own closed shipyard lady house have affair teresa accomplice liam stutter terribly especially troubled dad come sway fascists blame cheap irish labor jewish owner molotov cocktail bring thing head new year eve fascism loss job depression era stutter catholicism confession booth molotov cocktail Drama,/ofN3MoQfXNxBkQXoPWStpuXiqkX.jpg
Libeled Lady,1936-10-09,major newspaper accuse wealthy socialite connie allenbury home wrecker file multi million dollar libel lawsuit publication frazzle head editor warren haggerty find way turn table soon haggerty harry fiancée gladys benton dash friend bill chandler scheme aim discredit connie amusing unexpected result newspaper fishing marriage love lawyer reporter wedding divorce screwball comedy high society editor libel Comedy Romance,/mu2zGdHZJ9IASvnQktjGLZ4kU13.jpg
Liberty Heights,1999-11-17,semi autobiographical film barry levinson follow member kurtzman clan jewish family live suburban baltimore 1950s teenaged ben complete high school fall sylvia black classmate create inevitable tension ben brother van attend college smitten mysterious woman father try maintain burlesque business jewish life baltimore usa high school interracial relationship anti semitism come age racism wasp semi autobiographical jewish family 1950s Drama,/pFcUURqmwvvyq0eFzvDun8daPMX.jpg
Liberty Stands Still,2002-01-18,heir current marketing director nation big gun manufacturer liberty wallace indifferent atrocity possible business ceo husband victor way actor lover liberty end chain food cart explosive insistence joe sniper young daughter victim gun violence liberty sight loss love defense industry woman director Thriller Action Drama,/itFpp5ZvdrhrFB7PwFcaWevwdyb.jpg
Licence to Kill,1989-06-13,capture notorious drug lord franz sanchez bond close friend cia agent felix leiter leave dead wife murder bond go rogue seek vengeance responsible infiltrate sanchez organization inside corruption florida secret identity liberation prisoner drug traffic floatplane transport prisoner tank car florida keys coast guard airplane british secret service Adventure Action Thriller,/8nzJve63EXA79HGAyidZwivZrQ2.jpg
License to Drive,1988-07-06,teenager les anderson think life bad flunk driver exam wrong receive license les refuse break date cool mercedes lane decide lift family prize luxury car occasion unfortunately mercedes sneak booze pass drunk confused les make bad decision enlist rebellious friend dean help champagne driving test underage drinking drunk driving teem Comedy Family,/dDVgFqDA8l0ZWV4ZYVpfNp6ztby.jpg
License to Wed,2007-07-04,newly engage ben sadie wait start life live happily sadie family church reverend frank will bless union pass patent foolproof marriage prep course consist outrageous class outlandish homework assignment outright invasion privacy new love commandment bride bridegroom marriage relation partnership civil registry office romantic comedy priest wedding church Comedy,/mXNMHCceDH8g8Rhzz3nmYvCvjYO.jpg
Licorice Pizza,2021-11-26,story alana kane gary valentine run fall love san fernando valley 1973 california 1970s high school love come age teenage love young love san fernando valley child actor jewish teenager Drama Comedy,/jD98aUKHQZNAmrk0wQQ9wmNQPnP.jpg
Life,2017-03-22,member crew international space station task study sample mars proof extra terrestrial life prove intelligent expect planet mar alien life form space astronaut space station intelligent trap space extraterrestrial life alien board death astronaut Horror Science Fiction Mystery,/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg
Life Like,2019-05-14,idealistic attractive young couple acquire stunning life like robot guilt free help grow close perception humanity alter forever android man woman relationship relation thriller robot threesome lgbt humanity gay Thriller Science Fiction,/uOVGbT6TR8qiZiruX66yBRXq9Nv.jpg
Life Line,2007-04-24,supernatural love story focus successful entrepreneur peter brisco encounter true love katy lose tragic accident seek solace life line mysterious chat line bereaved supernatural death Thriller,/kNSMIT6Z2maFif6Yfmm2InKhmV6.jpg
Life Stinks,1991-06-05,rich businessman make bet survive street rough los angeles neighborhood 30 day completely penniless stay discover life fall love homeless woman wealth teacher wager los angeles california class prejudice homeless privileged life wealth difference homeless woman Comedy,/eoECu4ScMgPPpJYM2TKgy6U3llA.jpg
Life as a House,2001-10-25,man diagnose terminal cancer take custody misanthropic teenage son quality time mean get high engage small time prostitution avoid father california parent child relationship house cancer juvenile delinquent drug divorce family fire job second chance ex wife unemployment build house father son relationship Drama,/sfZBVzDemE0N8KUZ8Pc5JZfqG45.jpg
Life of Pi,2012-11-20,story indian boy name pi zookeeper son find company hyena zebra orangutan bengal tiger shipwreck set adrift pacific ocean sea loss love 1970 faith zebra survival young boy zookeeper orangutan teenage boy hyena meerkat magic realism cargo ship lifeboat injure animal storm sea tell flashback wreckage loss family teenage protagonist family loss Adventure Drama,/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg
Life of a Gigolo,1998-11-14,danielle decide story life sex worker boss lover peter meet gage professional gigolo quickly interested work start change life gigolo sex outdoors threesome softcore voyeur erotic movie Drama,/rxaMdk9b4GpSu4y9FNAENc35W2c.jpg
Life of the Party,2018-05-10,husband suddenly dump longtime dedicated housewife deanna turn regret set go college land class school daughter entirely sell idea plunge headlong campus experience increasingly outspoken deanna dee rock embrace freedom fun frat boy term find true self senior year expect housewife college daughter Comedy,/749iUAWQWeutQuTd9excjmigecw.jpg
Life with Father,1947-09-13,straitlaced turn century father preside family boy mother rule roost family daily life broker base play musical family relationship 19th century Comedy Family,/6b7xRttshmonGW6xzSCDMrHMTjA.jpg
Life with Mikey,1993-06-04,michael chapman child tv star run struggle talent agency specilize child act young girl street put real performance catch pick pocket find big thing new york city cast agent tv commercial child star precocious child talent agent christmas Comedy Family,/dKsvF5t5xsm17HG3GJzQQGJpJzP.jpg
Lifeboat,1944-01-28,world war ii small group survivor strand lifeboat ship travel destroy german u boat submarine sea journalist boat world war ii lifeboat steward radio operator War Drama,/9ulcNZ4iUna8vy6WK78K581KXeO.jpg
Lifeforce,1985-06-21,space shuttle mission investigate halley comet bring malevolent race space vampire transform london population zombie survivor expedition british authority attempt capture mysterious beautiful alien woman appear responsible space marine vampire fly saucer comet alien halley comet Horror Science Fiction Thriller,/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg
Lifeguard,1976-07-23,rick los angeles county lifeguard thirty 15 year high school reunion see old girlfriend divorced mother fall love rick consider change career lifestyle beach ladykiller los angeles california old flame lifeguard high school reunion Comedy Drama,/yUViwkZepuhQniwuRFpW2woGk7M.jpg
Light Sleeper,1992-08-21,drug dealer upscale clientele have moral problem go daily delivery reformed addict get wife leave couple use delivery worry mental effectiveness job kill woman apparently drug relate incident suicide drug dealer redemption addict existentialism Drama Crime,/9vOyeRXNIxosjL3lxWUAVmKmvBE.jpg
Light in the Piazza,1962-02-07,young american woman travel italy mother slend blonde beautiful charmingly naive fabrizio naccarelli know mother daughter sightsee signor naccarelli concerned lead mrs. johnson start think daughter wife wealthy young man society look beautiful happen signor naccarelli find prospective daughter law italy rome italy parent child relationship Drama Romance,/vNlaQd8MJRqIhk8a93PHJW619Db.jpg
Lightnin',1930-12-07,lightnin mary jones co owner hotel build right state border divorce wife pretend california establish residency nevada lightnin refuse sell share hotel gang crook mary coerce divorce husband sign deed divorce americana Comedy,/wYdSij08by4TudnmOEG6CoAUU7r.jpg
Lightning Jack,1994-03-11,lightning jack kane australian outlaw wild west bungle bank robbery pick mute ben doyle hostage good friend jack teach ben rob bank plan jack heist lightning jack Comedy Western,/4YoRERjKWO2442ezcvgEjAZuxWP.jpg
Lightning Strikes Twice,1951-04-12,send dude ranch west recover health new york actress fall love ranch owner recently acquit murder wife film noir b movie cat fight Crime Drama Mystery,/cS5T7GRkG2lD2BsImG7SPNNXv8L.jpg
"Lightning, the White Stallion",1986-10-17,steal white stallion escape captor young stephanie ward give new home new lightning groom horse jump competition pair form unbreakable bond stephanie find need expensive operation lightning original owner track stephanie set hope prize nationals horse good friend horseback ride horse Adventure Family,/5g8pEzlWbCFANYkKpBdFO2GzsHc.jpg
Lightyear,2022-06-15,legendary space ranger buzz lightyear embark intergalactic adventure alongside group ambitious recruit robot companion sox space travel alien life form strand alien planet spin aftercreditsstinger duringcreditsstinger origin story Animation Family,/65WFr1ZMAbEniIh4jEhbRG9OHHN.jpg
Like Father Like Son,1987-10-02,dr. jack hammond good chance medical superintendent clinic completely absorb work understanding teenage son chris problem school accident drink brain exchange serum switch identity lead course extraordinary complication school work insight problem feeling role reversal high school remake doctor high school friend body swap child adult adult child Comedy Fantasy,/68OY9pYmKc3F2G6yxaXhxhnnFcU.jpg
Like Mike,2002-07-03,calvin friend live orphanage find old shoe fade letter mj connect powerline stormy night shoe calvin shoe strike lightning calvin unbelievable basketball power chance play nba bet lightning sport basketball bully orphanage los angeles california nba Comedy Family Fantasy,/ruuj6Yz9Vvyk6MI0ejRmAcnT8V5.jpg
Like Mike 2: Streetball,2006-05-15,young boy hoop dream find old pair michael jordan sneaker suddenly play ball like great player world sport Family Comedy Fantasy,/fLeu6AQJHzG8sen2pja4qqceoij.jpg
Like.Share.Follow.,2017-10-31,garrett rise youtube star shell deeply emotional fan begin romantic relationship force question open life stranger online invitation community rescue stalk obsession madness fan relationship Horror Thriller Romance,/frh6P7hqfIqXhzRcKb5UjYRFfPZ.jpg
Lilac Time,1928-10-18,france world war charming farm girl keep squadron english pilot good spirit well fall handsome newcomer engage england world war romance aviator War Drama Romance,/qGLLE66wi2zYPZFadPncBIXc4iB.jpg
Lilies of the Field,1963-06-04,unemployed construction worker head west stop remote farm desert water car overheat farm work group east european catholic nun head strict mother superior believe man send god build need church desert nun base novel book arizona homelessness farm life chapel racism desert construction worker Comedy Drama,/4H89UBQ8gEAwt3KQYt1ySv0V9Gx.jpg
Liliom,1930-10-05,carousel barker fall love young woman fire job young woman pregnant carousel barker try help pull robbery go wrong robbery die spend time hell send earth day try amend robbery heaven carousel   hell afterlife redemption pre code foreign language adaptation Drama,/jHyMnjZFBR64MtaTblepjUUBJYe.jpg
Lilith,1964-10-01,vincent bruce war veteran begin work occupational therapist poplar lodge private psychiatric facility wealthy people meet lilith arthur charming young woman suffer schizophrenia fragile beauty captivate meet schizophrenia mental illness mental asylum Drama Romance Thriller,/zBTRVBpWZkkXkhfqqFTh59i4XjU.jpg
Lillian Russell,1940-05-24,alice faye play title role 1940 film biography early-20th century stage star musical historical event Drama Music,/3zHQRm8vig16p6KjKPQRAQGG7t0.jpg
Limbo,2021-04-30,offbeat observation refugee wait grant asylum fictional remote scottish island focus omar young syrian musician burden weight grandfather oud carry way homeland scotland refugee island musician separation family asylum seeker syrian refugee Drama Comedy,/cycjLXNe3apGmcT4ecO2WBbIFPO.jpg
Limelight,1952-10-23,fade music hall comedian try help despondent ballet dancer learn walk feel confident life clown ballet dancer black white Drama Music Romance,/vwGcQS0pe4AXh0rfbhQ8RN23mw1.jpg
Lincoln,2012-11-09,revealing story 16th president tumultuous final month office nation divide war strong wind change lincoln pursue course action design end war unite country abolish slavery moral courage fierce determination succeed choice critical moment change fate generation come usa president mutiny speech base true story battlefield historical fiction family conflict mourn american civil war cultural conflict battle gettysburg secession presidential cabinet gettysburg address conflagration ethical dilemma emancipation 19th century abraham lincoln abraham lincoln History Drama,/oOo905cttAIkHERDBya5sX6HbIV.jpg
Link,1986-02-26,young graduate student jane chase new assistant eccentric zoology professor remote home share brilliant chimpanzee elderly orangutan butler name link chimp find dead professor mysteriously disappear link dangerously aggressive jane time monkey business true terror begin scotland assistant explosion orangutan doberman chimpanzee Horror Thriller,/t5jQOHK9ZsxtDG8Pjah4j6ogFvP.jpg
Lion,2016-01-20,year old indian boy get lose street calcutta thousand kilometer home survive challenge adopt couple australia 25 year later set find lose family base novel book adoption biography australia base true story india miss child long lose relative tasmania street child Drama,/kCELJH1tCmaRLqvwIgKDb09aEaw.jpg
Lionheart,1990-06-07,lyon gaultier deserter foreign legion arrive usa entirely hard find brother life death sister law money need heal husband maintain child earn money need gaultier decide dangerous clandestine fight upper class street gang martial art drug dealer foreign legion fistfight sport foreign legionaire revenge class difference underground fight street life street fight warrior action hero Action,/7Ch8iOwNlqgJYQcqSxOvPIwj5S4.jpg
Lions for Lambs,2007-10-22,story tell simultaneously ninety minute real time republican senator presidential hopeful give hour long interview skeptical television reporter detail strategy victory afghanistan special force ambush afghani ridge await rescue taliban force close poli sci professor california college invite student engage journalist terrorist war terror externally control action manipulation propaganda manipulation medium future afghanistan political negotiation past afghanistan war 2001   Action Adventure Drama,/rvpxNsR0n4zh40WM6MiUlkV60on.jpg
Lipstick,1976-04-02,aspire avant garde composer rape fashion model take court slut shame defense man exonerate justice serve rape lawyer rape revenge Drama Thriller,/kJadg3azo3gHNhrVkJppFqJO62j.jpg
Lisbon,1956-08-17,capt robert john evans smuggle black market good ordinary day hire aristides mavros involved assignment sneak imprison american communist control territory job challenge meet prisoner sultry wife sylvia realize mission come startling catch rescue man bring dead portugal yacht Adventure,/s2RQLBg5XbnDFyLAmm94QcwHACP.jpg
Listen to Me,1989-05-05,good time life kid oklahoma immigrant daughter senator son society girl college professor dream thing common win group college debater learn world friendship love dream family college friendship love Romance Drama,/jjSrr8gtYUKOIVuutjAGFsxAGrS.jpg
Liszt Annees de Pelerinage,1986-01-01,certainly brendel play piece beautifully overstate lovely good remind money good liszt keyboard composition good ease play flash wonderfully construct music remind expert expression composer bring petrach song concert Music,/ms7rUjcWgLPpgQ9Uk6ffgPguDxH.jpg
Little,2019-04-04,jordan sanders prisoner tech mogul wake morning body 13 year old self right die presentation beleaguered assistant april secret daily tormentor trap awkward tween body line dream assistant business woman friendship school body swap body switch african american Comedy Fantasy Romance,/4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg
Little Annie Rooney,1925-10-18,feisty little girl daughter beat cop face challenge grow tough city neighborhood falsely accuse friendship child gang revenge rivalry grief tragedy girl heroine female protagonist policeman silent film blood transfusion ethnic diversity jewish family jewish boy childhood crush love father inner city life street fight fiesty girl social dance Comedy Drama,/dM3Ue6VGOhvJmhnwTarmZardMGV.jpg
Little Big League,1994-06-29,owner minnesota twins pass away bequeath team preteen grandson newly mint head honcho quickly appoint manager cause unrest organisation struggle order 12 year old baseball sport Comedy Family,/dyZ6Agvh2yAFe91J8pJroAPCZgh.jpg
Little Bigfoot,1997-01-01,shoemaker kid enjoy quiet summer vacation country discover friendly little sasquatch adventure lifetime bigfoot Family,/1yMachbCufuqKPtItIw8Kqb4Nck.jpg
Little Buddha,1993-12-01,death lama dorje tibetan buddhist monk find child american nepalese rebirth great teacher buddhist tibet reincarnation buddha siddhartha enlightenment lgbt interest Drama History,/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg
Little Children,2006-10-06,life lovelorn spouse separate marriage register sex offender disgraced ex police officer intersect struggle resist vulnerability temptation skateboard mother american football adultery base novel book parent child relationship husband wife relationship small town eroticism boston massachusetts pedophilia loser infant housewife bourgeoisie deceive wife playground stay home dad castration psychopath ex cop suburb masturbation extramarital affair suburb Drama Romance Comedy,/so9xla7b7WfFiarDwOukhQpRuyd.jpg
Little Darlings,1980-03-21,15 year old girl different side track compete lose virginity camp virgin georgia summer camp come age teenage girl teenager Comedy Drama,/mMRPB4IvMw7c3zIHIEfaOGv0V5h.jpg
Little Dead Rotting Hood,2016-01-05,resident small town discover sinister killer wolf lurk backwood wolf start turn dead people wolf mythology undead werewolf red ride hood Fantasy Horror Romance,/19IlmRCJYb7kOmtYouAOUxIesnn.jpg
Little Fauss and Big Halsy,1970-10-21,banned motorcycle racer mechanic selfish braggart race motor sport motorcycle Drama,/rq0Hp47ptD8sp2mG6AHCOuejqW6.jpg
Little Fockers,2010-12-21,take 10 year little focker wife pam countless hurdle greg finally tightly wound father law jack cash strap dad take job moonlighting drug company jack suspicion favorite male nurse come roar greg pam entire clan descend twin birthday party greg prove skeptical jack fully capable man house nurse cat father law vomit viagra overbearing father duringcreditsstinger Comedy Romance,/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg
Little Giant,1946-02-22,lou costello play country bumpkin vacuum clean salesman work company run crooked bud abbott try thumb abbott convince costello crackerjack salesman comedy somewhat like time life abbott costello screen time vaudeville bit weave plot salesman vacuum cleaner Comedy,/cwVRROCO0adHGEGUSTY07tqlVa4.jpg
Little Giants,1994-10-14,danny o'shea daughter cut peewee football team girl decide form team compose ragtag player cut team learn beat elite team coach brother pro player american football coach sport kid sport team Comedy Family,/AkfXNOeKgJSOD08StGd0599auiZ.jpg
Little Italy,2018-08-24,childhood pal leo nikki attract adult feud parent rival pizzeria chill sizzling romance love Comedy Romance,/vdSSmzYKqViKH7mkQwgOVSALrOO.jpg
Little Lord Fauntleroy,1921-09-15,american boy turn long lose heir british fortune send live cold unsentimental lord oversee trust culture clash fish water Drama,/8dGPDwry1BlM7Q2tQ2MBRQhIXT0.jpg
Little Man Tate,1991-09-06,dede sole parent try bring son fred discover fred genius determined ensure fred opportunity need take advantage people forget extremely powerful intellect harbour body emotion child single parent waitress jealousy intelligence intellectually gifted intelligence test iq single scientist single father woman director Drama Family,/bVj97TGirraAQFsefm7Ss5cVuXW.jpg
"Little Man, What Now?",1934-06-04,young couple struggle poverty marriage secret order husband job boss like hire married man germany base novel book brothel cigarette smuggling bartender bravery greed stepmother tenderness deception grief betrayal salesman tension sorrow poverty police detective unemployment newlywe foreign language adaptation pregnant wife 1930s Drama Romance,/bluJR4muRUVK69wb3cqPQtKCMSO.jpg
Little Miss Sunshine,2006-07-26,family load quirky colorful character pile old van road trip california little olive compete beauty pageant sible relationship california husband wife relationship family daily life highway literature professor beauty contest beauty queen contest road trip family relationship family holiday road movie woman director beauty pageant Comedy Drama,/cfVDxpSgP4J7wPavgZTm8KbEai6.jpg
Little Mister Jim,1947-04-01,mother death young boy try help father stop drink father Drama,/9aYcfqe862UNvtQBYAvASn82CNX.jpg
Little Monsters,2019-08-29,wash musician team teacher kid personality protect young child sudden outbreak zombie zombie zombie apocalypse Horror Comedy,/oQvUq7UmumBTcAnvgFLFvegY47d.jpg
Little Murders,1971-02-09,alfred chamberlain suffer inability feel passionate meet patsy newquist take mold strong vital self assure man protect care new york city parent child relationship photographer dark comedy base play musical wedding ceremony central park obscene telephone apathy Comedy,/i2QOxh6pwgy1MUF4bBYDVdPwbWa.jpg
Little Nellie Kelly,1940-11-22,nellie kelly daughter irish immigrant patch difference father maternal grandfather rise broadway musical family relationship parent law child law relationship child birth difficult law Comedy Family Music,/w8EmpZvsZ3520NDNfh2Vnf2LRZ4.jpg
Little Nicky,2000-11-10,lord darkness decide cede throne son powerful escape earth create kingdom action close portal filter sinful soul hell cause satan wither away send weak beloved son little nicky earth return brother hell new york city sibling relationship parent child relationship devil son hell satan demon bulldog father son relationship Comedy Fantasy Romance,/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg
Little Nikita,1988-03-17,roy parmenter fbi agent san diego 20 year ago partner kill soviet spy nickname scuba large scuba try extort soviets prove kill agent include sleeper agent deep cover await order roy interview high school lad jeff grant applicant air force academy routine background check roy discover jeff parent sleeper jeff spy confront parent protect catch nemesis soviets send spy catcher loner karpov reel scuba alliance shift cat mouse spy fbi teenage boy pursuit traffic Drama Action Thriller,/xdzugDI6avIlba05pstUFqh2mI2.jpg
Little Odessa,1994-10-28,film follow personal relationship father son hit man russian mafia brooklyn brother russian mafia dysfunctional family Crime Drama,/80zDn3oanRMWDSDX1cPKZVIi8OO.jpg
Little Old New York,1940-02-09,inventor robert fulton receive support tavern owner shipyard worker help realize dream high power steamboat new york city inventor biography steamboat sailor Romance Comedy Drama,/xzYtbDFxWQKjhQlOebn638l6nC3.jpg
Little Shop of Horrors,1986-12-19,seymour krelborn nerdy orphan work mushnik flower shop urban skid row harbor crush fellow co worker audrey fulquard berate mr. mushnik daily day seymour find mysterious unidentified plant call audrey ii plant craving blood soon begin sing supper solar eclipse florist aggression bloodthirstiness assistant plant success musical investigation nerd blonde carnivorous plant remake crush base play musical laugh gas animate scene puppetry creature motorcycle eclipse dentist death bum killer plant skid row base movie plant food inept assistant man eat plant die arm Horror Comedy,/iKkbN17OmFosaW6asCNZTTsyvpu.jpg
Little Treasure,1985-05-01,margo ex stripper meet long lose father mexico look wane day life help travel projectionist father pass away tell loot botched bank robbery bury year early job town relationship grow search treasure weekend treasure bring tear apart mexico stripper treasure hunt die man romance domestic life road bank robbery Comedy Drama Romance,/c0FwD29PReZNUrYVUh4QNT5HjLh.jpg
Little Voice,1998-11-05,death father little voice lv virtual recluse go hardly say word sit bedroom listen father collection old record shirley bassey marilyn monroe famous female singer night time lv sing imitate great singer surprising accuracy night overhear mother boyfriend happen talent agent manage convince talent special arrange perform local night club problem arise mother parent child relationship talent northern england daughter father yorkshire loneliness singer cowardliness pigeon recluse carrier pigeon Comedy Drama,/eMzV2BU8t05j0nbYTljpxGMW7Y9.jpg
Little Women,2019-12-25,sister come age america aftermath civil war new york city sibling relationship base novel book massachusetts remake come age period drama american civil war christmas 19th century sister sister relationship female writer sister Drama Romance History,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
Live Free or Die Hard,2007-06-20,john mcclane badder time work homeland security call service young hacker bid stop ring internet terrorist intent take control america computer infrastructure washington dc usa hostage fbi kidnapping hacker transport prisoner ex cop sequel cyber terrorism action hero base magazine newspaper article Action Thriller,/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg
Live From Toronto,2006-01-01,gaither homecoming tour celebrate 10th anniversary big way capture sound excitement concert round video live toronto kind event showcase performance gaither vocal band ernie haase signature sound russ taff jessy dixon gaither southern gospel Music,/1q6EYXfqbeNuJ6VjWfke0qKKuDJ.jpg
Live Wire: Human Time Bomb,1996-02-27,computer chip turn fbi agent lethal weapon helicopter martial art fbi south africa sexploitation shootout motorcycle machine gun slide lock hand hand combat Action Drama Thriller,/wfrKy57xyJWenCVrHRodOdxXdvH.jpg
"Live a Little, Love a Little",1968-10-23,photographer greg nolan moonlight time job pay rent trouble find time boss find fashion photographer model Comedy Music Romance,/2qiDzE7RcfNFBUHZKM5lV3cusfH.jpg
Live and Let Die,1973-07-05,james bond investigate mysterious murder case british agent new orleans soon find gangster boss name mr. big london england new york city bomb england spy sheriff base novel book dual identity secret identity boat drug trafficking tarot card heroin crocodile jamaica secret mission secret intelligence service drug smuggling voodoo tombstone speedboat    aftercreditsstinger Adventure Action Thriller,/yypEVnEzpDKrL6v5RBI3BfA8SVc.jpg
Live by Night,2016-12-25,group boston breed gangster set shop balmy florida prohibition era face competition ku klux klan base novel book prohibition era florida love revenge betrayal organize crime 1920s 1930s Crime Drama Thriller,/bkd46T4RplawnDjpHoI8mhzTLks.jpg
Living,2022-11-04,veteran civil servant bureaucratic cog rebuilding britain post wwii williams expertly push paperwork government office reckon existence diagnose fatal illness london england remake 1950s Drama,/boCGxUmPgbX5dE6JIT0XPEHpPND.jpg
Living It Up,1954-07-15,homer flagg lewis railroad worker small town desert hole new mexico day find abandon automobile old atomic proving ground doctor good friend steve harris martin diagnose radiation poisoning give homer week live reporter new york newspaper hear homer plight convince editor provide expense pay trip new york screwball comedy technicolor fake illness Comedy Music,/y4rc8vwJs0DHbhw9oN4coaHKTzx.jpg
Living Out Loud,1998-10-30,judith moore suddenly single discover husband year successful doctor have affair young woman judith stew plan plot fantasize decide life go night club singer liz bailey advice life love town judith suddenly kiss total stranger open eye new possibility notice pat elevator operator building loss love infidelity massage female protagonist relationship divorce brooklyn bridge manhattan new york city elevator operator masseur Comedy Drama Romance,/uegG68vP7leUDQbG8fP4ihgTo0i.jpg
Living in a Big Way,1947-06-10,world war ii pilot gene kelly come home bride marie mcdonald spoil father charles winninger want divorce dance homelessness musical divorce Comedy Music,/xinXjK0chLhYvcvyWZap6ebKUds.jpg
Lloyd's of London,1936-11-25,norfolk england 1770 nephew innkeeper son reverend maintain close friendship live great adventure separate path head footstep london bind destiny lloyd thriving insurance company eventually great hero history british empire male friendship french revolution napoleonic war 18th century battle trafalgar ship company 19th century insurance company england history Drama History Romance,/7Fg6Kcgrbw3Ek6SCK6DYDp4Y0OT.jpg
Lock Up,1989-08-04,frank leone near end prison term relatively minor crime parole warden drumgoole take charge drumgoole assign hell hole prison administration publicly humiliate leone arrive scene ensure leone see light day prison self sacrifice jail guard car mechanic prison warden Action Crime,/WihoHaU9yvhhdoSqDAhiIlNN8g.jpg
"Lock, Stock and Two Smoking Barrels",1998-08-28,card shark unwillingly enlist friend need lot cash quick lose sketchy poker match decide pull heist small time gang happen operate flat door ambush alcohol shotgun tea joint machismo cocktail rifle marijuana pot smoke hatchet antique cardsharp anger cult film carjack piano strip high stake Comedy Crime,/8kSerJrhrJWKLk1LViesGcnrUPE.jpg
Locked Down,2021-02-25,covid-19 lockdown sparring couple linda paxton truce attempt high risk jewellery heist world exclusive department store harrods london england department store motorcycle jewel heist jewelry heist lockdown pandemic divorce couple covid 19 shot lockdown zoom Comedy Crime Drama,/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg
Lockout,2012-04-12,set near future lockout follow falsely convict ex government agent   chance obtain freedom lie dangerous mission rescue president daughter rioting convict outer space maximum security prison usa president anti hero dementia future space convict interrogation space station collision space 2070s Action Thriller Science Fiction,/i5QfNIcg6hc327IWUerea0EczP4.jpg
Logan,2017-02-28,near future weary logan care ail professor x hideout mexican border logan attempt hide world legacy upended young mutant arrive pursue dark force cyborg experiment self destruction mutant future dystopia immortality road trip sequel superhero base comic super power neo western troubled past age superhero life margin Action Drama Science Fiction,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg
Logan Lucky,2017-08-17,try reverse family curse brother jimmy clyde logan set execute elaborate robbery legendary coca cola 600 race charlotte motor speedway sible relationship north carolina cockroach heist racecar driver nascar prison break Action Comedy Crime,/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg
Logan's Run,1976-06-23,23rd century inhabitant domed city freely experience life pleasure allow live past 30 citizen try chance renew civic ceremony 30th birthday escape option base novel book killer robot utopia teleportation post apocalyptic future dystopia plastic surgery escape fugitive robot cult film domed city totalitarianism population control Action Science Fiction,/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg
Lolly-Madonna XXX,1973-02-21,laban feather brew tennessee moonshine son thrush zack hawk finch chief rival feather family produce sell illegal corn liquor gutshalls father pap son ludie seb villum addition fight white lightning market family feud land believe property prank ludie mail postcard fictitious woman name lolly madonna feather household order brother squabble son attract mysterious admirer joke unexpected consequence thrush hawk kidnap woman pass town meet fiancée assume lolly madonna rape hillbilly family feud Drama,/dLaUNKV396b55m81OjAuMKlct5S.jpg
London Conspiracy,1974-10-04,life dull lord brett sinclair danny wilde concern expect dire danger hilarious face brett baronial home unexpectedly murder black magic place danny decide little piece england buy tumble old cottage   old mansion greensleeve sinclair family generation unoccupied long time aged butler name moorehead chance brett discover restore permission danny decide investigate enter secret tunnel find letter address theatrical agent ask actor resemble brett   brett promptly pose actor get job impersonate danny brett lot overcome danny enjoy little piece england snobbar som jobbar Adventure Comedy,/uDdStAk1N7YxgC4TSMakg5oEhb0.jpg
London Town,2017-08-03,14 year old boy life change forever estranged mother introduce music clash 1979 london london england 1970s riot cross dress rock band singer songwriter clash accident teenage protagonist Drama Music,/Aa6EPK58oGbbyE2WBt4mUdxt4ZS.jpg
Lone Star,1996-06-21,skeleton murder predecessor find sheriff sam deeds unearth long bury secret texas border town sheriff texas family secret neo western dark secret Drama Mystery Romance,/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg
Lone Wolf McQuade,1983-04-15,archetypical renegade texas ranger wage war drug kingpin automatic weapon wit martial art gun battle leave partner dead inevitably culminate martial art showdown drug lord ranger involve woman love martial art kung fu showdown parent child relationship texas fbi wheelchair fistfight texas ranger gun battle drug cowboy kill dog action hero Action Crime,/dTUTDPilI2Ozi5GeoBRczidQTaZ.jpg
